,case_id,court_id,court_name,date_of_birth,start_date,end_date,money_amount_requested,person_answering_to_case,legal_entity_answering_to_case,person_started_the_case,legal_entity_started_the_case,court_meetings_set,court_meetings_happened,admin_penalty,lives_abroad,not_subject_to_duty,duration_m,region,city_Aizkraukles,city_Al?ksnes,city_Bauskas,city_C?su,city_Daugavpils,city_Dobeles,city_Gulbenes,city_Jelgavas,city_J?kabpils,city_Kuld?gas,city_Kurzemes,city_Liep?jas,city_Limbau,city_Madonas,city_Ogres,city_R?zeknes,city_R?gas,city_Saldus,city_Talsu,city_Tukuma,city_Valkas,city_Valmieras,city_Ventspils,judge_age,reciept_procedure_case_join,reciept_procedure_case_split,reciept_procedure_court_belonging,reciept_procedure_first,reciept_procedure_quick,reciept_procedure_ruling_cancel,money_amount_req_less_2,money_amount_req_zero,p_to_p_dummy,p_to_b_dummy,b_to_b_dummy,b_to_p_dummy,b_and_p_other_dummy,case_matter_contract_breach,case_matter_insurance,case_matter_loan_recovery,case_matter_loss_recovery,case_matter_money_recovery,case_matter_other,case_matter_pay_recovery,case_matter_property,case_matter_rent,case_matter_support,court_aizkraukles_rajona_tiesa,court_al?ksnes_rajona_tiesa,court_bauskas_rajona_tiesa,court_c?su_rajona_tiesa,court_daugavpils_tiesa,court_dobeles_rajona_tiesa,court_gulbenes_rajona_tiesa,court_jelgavas_tiesa,court_j?kabpils_rajona_tiesa,court_kuld?gas_rajona_tiesa,court_kurzemes_rajona_tiesa,court_liep?jas_tiesa,court_limbau_rajona_tiesa,court_madonas_rajona_tiesa,court_ogres_rajona_tiesa,court_r?zeknes_tiesa,court_r?gas_pils?tas_kurzemes_rajona_tiesa,court_r?gas_pils?tas_latgales_priekšpils?tas_tiesa,court_r?gas_pils?tas_p?rdaugavas_tiesa,court_r?gas_pils?tas_vidzemes_priekšpils?tas_tiesa,court_r?gas_pils?tas_zemgales_priekšpils?tas_tiesa,court_r?gas_pils?tas_zieme?u_rajona_tiesa,court_r?gas_rajona_tiesa,court_r?gas_rajona_tiesa_j?rmalas_tiesu_nams,court_saldus_rajona_tiesa,court_talsu_rajona_tiesa,court_tukuma_rajona_tiesa,court_valkas_rajona_tiesa,court_valmieras_rajona_tiesa,court_ventspils_tiesa,loadiness_of_court,not_subject_to_duty_not_zero,persons_and_compnies_answering,lives_abroad_over_persons_and_companies_answering
1077,1950773,27,Liep?jas tiesa,60669,10/17/2016,3/7/2017,1590.89,1,0,0,1,0,0,0,0,0,4.632538656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,1,0
1078,1919098,28,R?zeknes tiesa,30573,7/13/2016,3/21/2017,1751.91,1,0,0,1,0,0,0,0,0,8.246575905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,1,0
1079,1764589,39,Tukuma rajona tiesa,20564,4/27/2015,7/31/2017,23845.64,3,0,0,1,6,0,0,0,0,27.13813425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202,0,3,0
1080,2034967,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,201178,6/5/2017,9/6/2017,316.01,1,0,0,1,0,0,0,0,0,3.05550422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
1081,2045682,273,R?gas rajona tiesa J?rmalas tiesu nams,280766,7/3/2017,11/24/2017,611.28,1,0,0,1,0,0,0,0,0,4.731103308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,625,0,1,0
1082,1812583,34,R?gas pils?tas Zieme?u rajona tiesa,260576,9/18/2015,5/11/2017,730.36,1,0,0,1,4,2,0,0,0,19.74578533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,683,0,1,0
1083,1960162,31,Ventspils tiesa,130867,11/10/2016,1/30/2017,592.56,1,0,0,1,0,0,0,0,0,2.661245611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,466,0,1,0
1084,1925015,34,R?gas pils?tas Zieme?u rajona tiesa,50479,8/1/2016,1/27/2017,985.94,1,0,0,1,0,0,0,0,0,5.881024251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,683,0,1,0
1085,1955414,18,Madonas rajona tiesa,40465,10/28/2016,1/20/2017,793.09,1,0,0,1,0,0,0,0,0,2.759810263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,1,0
1086,1980147,27,Liep?jas tiesa,280767,3/2/2017,9/26/2017,1730.3,1,0,0,1,0,0,0,0,0,6.833815889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,1,0
1087,1963775,30,Valmieras rajona tiesa,71058,2/20/2017,12/21/2017,2676.61,1,0,0,1,5,0,0,0,0,9.987884761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,249,0,1,0
1088,1891329,4,Bauskas rajona tiesa,211159,4/28/2016,11/7/2017,5096,1,0,0,1,3,1,0,0,0,18.33302532,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,1,0
1089,2052265,37,Saldus rajona tiesa,190673,7/21/2017,12/20/2017,247.39,1,0,0,1,0,0,0,0,0,4.993942381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,149,0,1,0
1090,2059797,273,R?gas rajona tiesa J?rmalas tiesu nams,161164,8/15/2017,11/17/2017,15000,2,0,1,0,1,0,0,0,0,3.088359104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,625,0,2,0
1091,1952848,22,Daugavpils tiesa,240961,10/21/2016,2/16/2017,1286.61,1,0,0,1,0,0,0,0,0,3.876876322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,1,0
1092,1967861,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,190161,12/5/2016,2/28/2017,1541.6,1,0,0,1,0,0,0,0,0,2.792665147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
1093,2010682,279,R?gas pils?tas P?rdaugavas tiesa,260765,4/3/2017,7/11/2017,1014.03,1,0,0,1,0,0,0,0,0,3.252633524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1250,0,1,0
1094,1934938,4,Bauskas rajona tiesa,221265,8/31/2016,6/29/2017,920.85,1,0,0,1,0,0,0,0,0,9.922174993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,1,0
1095,2004552,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,150678,3/20/2017,5/19/2017,196,1,0,0,2,0,0,0,0,0,1.971293045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
1096,1957918,29,R?gas rajona tiesa,40366,11/4/2016,10/4/2017,1024.65,1,0,0,1,0,0,0,0,0,10.97353128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,803,0,1,0
1097,1880279,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,220971,3/29/2016,5/11/2017,70058.99,2,0,0,1,3,1,0,1,0,13.40479271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,2,0.5
1098,1940602,40,Valkas rajona tiesa,50363,9/15/2016,2/21/2017,469.04,2,0,0,1,0,0,0,0,0,5.223926569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138,0,2,0
1099,1876450,28,R?zeknes tiesa,270766,3/16/2016,4/25/2017,6214.55,0,1,0,1,3,1,0,0,0,13.30622805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,1,0
1100,1943569,29,R?gas rajona tiesa,291284,9/26/2016,9/18/2017,5240.71,1,0,0,1,2,1,0,0,0,11.72919362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,803,0,1,0
1101,2004543,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,30169,3/20/2017,7/31/2017,288.5,1,0,0,2,0,0,0,0,0,4.369699583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
1102,1922671,23,Jelgavas tiesa,80764,7/25/2016,4/11/2017,239.62,1,0,0,1,1,0,0,0,0,8.542269862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,1,0
1103,1934437,19,Ogres rajona tiesa,291182,8/30/2016,2/1/2017,1399.25,1,0,0,1,0,0,0,1,0,5.092507033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,1,1
1104,1924555,34,R?gas pils?tas Zieme?u rajona tiesa,130877,7/29/2016,3/20/2017,5220.45,1,0,0,1,2,1,0,0,0,7.688042876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,683,0,1,0
1105,1949671,273,R?gas rajona tiesa J?rmalas tiesu nams,50967,10/12/2016,5/30/2017,577.2,1,0,0,1,0,0,0,0,0,7.556623339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,625,0,1,0
1106,1815180,29,R?gas rajona tiesa,280766,9/25/2015,1/18/2017,3313.35,1,0,0,1,5,0,0,0,0,15.80319924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,803,0,1,0
1107,1979243,31,Ventspils tiesa,130867,1/9/2017,3/14/2017,871.07,1,0,0,1,0,0,0,0,0,2.102712581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,466,0,1,0
1108,1993083,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,151274,2/17/2017,5/19/2017,3366.44,1,0,0,1,1,0,0,0,0,2.989794452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
1109,1954425,28,R?zeknes tiesa,100871,10/26/2016,6/1/2017,1136.22,1,0,0,1,0,0,0,0,0,7.16236473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,1,0
1110,1257769,19,Ogres rajona tiesa,271157,7/4/2011,2/21/2017,3076.63,1,0,0,1,3,0,0,0,0,67.64820633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,1,0
1111,2014481,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,220177,4/10/2017,9/12/2017,2100,1,0,0,0,0,0,0,0,0,5.092507033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
1112,1904551,273,R?gas rajona tiesa J?rmalas tiesu nams,50967,6/2/2016,2/17/2017,1202.93,1,0,0,1,2,1,0,0,0,8.542269862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,625,0,1,0
1113,1959068,26,R?gas pils?tas Latgales priekšpils?tas tiesa,211166,11/7/2016,2/14/2017,3808.95,1,0,0,1,1,0,0,0,0,3.252633524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,1,0
1114,1992283,29,R?gas rajona tiesa,290771,2/15/2017,10/9/2017,20761.12,1,0,1,0,3,1,0,0,0,7.753752644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,803,0,1,0
1115,1997996,31,Ventspils tiesa,230856,3/3/2017,4/18/2017,1721.25,2,0,0,1,0,0,0,0,0,1.511324668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,466,0,2,0
1116,1838420,6,Dobeles rajona tiesa,190570,4/15/2016,9/11/2017,1203580,0,1,2,0,5,1,0,0,0,16.88741042,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,1,0
1117,1930888,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,170969,8/18/2016,10/16/2017,1331.27,1,0,0,1,1,0,0,0,0,13.93047085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
1118,1929325,5,C?su rajona tiesa,270966,8/15/2016,12/27/2017,14726.57,3,0,0,1,3,0,0,0,0,16.39458716,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,3,0
1119,1932465,34,R?gas pils?tas Zieme?u rajona tiesa,260576,8/24/2016,6/14/2017,226.48,1,0,0,2,0,0,0,0,0,9.659335921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,683,0,1,0
1120,1959741,26,R?gas pils?tas Latgales priekšpils?tas tiesa,260463,11/9/2016,3/14/2017,721,1,0,0,1,0,0,0,0,0,4.10686051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,1,0
1121,1946763,34,R?gas pils?tas Zieme?u rajona tiesa,260576,10/4/2016,3/20/2017,7325.53,1,0,0,1,1,0,0,0,0,5.486765642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,683,0,1,0
1122,1925060,4,Bauskas rajona tiesa,230773,8/1/2016,3/27/2017,521.99,1,0,0,1,0,0,0,0,0,7.819462412,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,1,0
1123,1997054,279,R?gas pils?tas P?rdaugavas tiesa,140955,3/1/2017,6/30/2017,1715.33,0,1,0,1,0,0,0,0,0,3.975440974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1250,0,1,0
1124,1871592,273,R?gas rajona tiesa J?rmalas tiesu nams,160383,3/2/2016,2/3/2017,4460.83,1,0,0,1,2,1,0,0,0,11.10495082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,625,0,1,0
1125,1935489,37,Saldus rajona tiesa,121068,9/1/2016,1/16/2017,44113.41,2,0,0,1,2,1,0,0,0,4.501119119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,149,0,2,0
1126,1949098,22,Daugavpils tiesa,130758,10/11/2016,8/21/2017,2151.02,1,0,0,1,1,0,0,0,0,10.3164336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,1,0
1127,1944599,26,R?gas pils?tas Latgales priekšpils?tas tiesa,260463,9/28/2016,2/14/2017,748.09,1,0,0,1,0,0,0,0,0,4.566828888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,1,0
1128,1966074,26,R?gas pils?tas Latgales priekšpils?tas tiesa,160766,11/29/2016,2/14/2017,1041.58,0,1,0,1,1,0,0,0,0,2.529826074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,1,0
1129,1958198,27,Liep?jas tiesa,30463,11/4/2016,4/6/2017,2602.59,0,1,0,1,3,1,1,0,0,5.026797265,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,1,0
1130,1974266,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,200367,12/22/2016,3/16/2017,1604.76,1,0,0,1,1,0,0,0,0,2.759810263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
